Country,Year,Month,Service Area,"Number Of Wireline Telephones  (UOM:Number), Scaling Factor:1000000","Number Of Wireless Telephones (UOM:Number), Scaling Factor:1000000","Percentage Share In Total Telephones (UOM:Percentage), Scaling Factor:1"
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Uttar Pradesh (East),0.409133,99.698478,8.42
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Uttar Pradesh (West),0.28586,64.998818,5.49
India,"Calendar Year (Jan - Dec), 2019","July, 2019",West Bengal,0.194175,56.485137,4.77
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Kolkata,0.68165,26.27257,2.27
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Delhi,3.2802,53.268161,4.75
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Mumbai,2.902615,38.469062,3.48
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Andhra Pradesh,1.371828,86.974635,7.45
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Assam,0.109631,23.544726,1.99
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Bihar,0.217546,85.568927,7.23
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Gujarat,1.100036,68.926956,5.9
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Haryana,0.264303,27.898515,2.37
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Himachal Pradesh,0.109754,10.564027,0.9
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Jammu & Kashmir,0.101706,11.478664,0.98
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Karnataka,2.120711,68.153461,5.92
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Kerala,1.84995,44.2662,3.89
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Madhya Pradesh,0.76994,75.400586,6.42
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Maharashtra,1.608207,92.605522,7.94
India,"Calendar Year (Jan - Dec), 2019","June, 2019",North East,0.100817,12.03519,1.02
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Odisha,0.227271,32.733161,2.78
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Punjab,0.75539,39.32061,3.38
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Rajasthan,0.524035,65.155068,5.54
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Tamil Nadu,2.138599,82.003827,7.09
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Uttar Pradesh (East),0.415196,99.820348,8.45
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Uttar Pradesh (West),0.291147,64.869658,5.49
India,"Calendar Year (Jan - Dec), 2019","June, 2019",West Bengal,0.203508,56.417844,4.77
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Kolkata,0.693985,26.299482,2.27
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Delhi,3.28459,52.956713,4.74
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Mumbai,2.911382,38.365028,3.48
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Andhra Pradesh,1.389434,86.383061,7.42
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Assam,0.111455,23.394307,1.99
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Bihar,0.222232,85.514082,7.25
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Gujarat,1.110957,68.976427,5.92
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Haryana,0.264868,27.751115,2.37
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Himachal Pradesh,0.111613,10.530157,0.9
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Jammu & Kashmir,0.101465,11.339647,0.97
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Karnataka,2.122379,67.658144,5.9
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Kerala,1.866122,44.038104,3.88
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Madhya Pradesh,0.915484,75.336117,6.45
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Maharashtra,1.481971,92.70304,7.96
India,"Calendar Year (Jan - Dec), 2019","May, 2019",North East,0.102861,11.979386,1.02
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Odisha,0.231233,32.530723,2.77
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Punjab,0.759125,39.195208,3.38
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Rajasthan,0.528652,65.017325,5.54
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Tamil Nadu,2.154071,82.000515,7.11
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Uttar Pradesh (East),0.422248,99.269601,8.43
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Uttar Pradesh (West),0.294209,64.472459,5.47
India,"Calendar Year (Jan - Dec), 2019","May, 2019",West Bengal,0.211604,56.459127,4.79
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Kolkata,0.700815,26.280286,2.28
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Delhi,3.278629,52.82177,4.74
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Mumbai,2.907721,38.079673,3.46
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Andhra Pradesh,1.411162,86.594639,7.44
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Assam,0.112883,23.313401,1.98
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Bihar,0.225143,85.407786,7.23
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Gujarat,1.171317,68.684706,5.9
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Haryana,0.26721,27.619524,2.36
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Himachal Pradesh,0.113319,10.478602,0.89
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Jammu & Kashmir,0.102985,11.349688,0.97
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Karnataka,2.13418,67.546775,5.89
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Kerala,1.876954,44.102322,3.88
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Madhya Pradesh,0.917148,75.149347,6.43
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Maharashtra,1.506115,93.027114,7.99
India,"Calendar Year (Jan - Dec), 2019","April, 2019",North East,0.103523,11.885449,1.01
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Odisha,0.234053,32.346962,2.75
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Punjab,0.766711,39.233691,3.38
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Rajasthan,0.533864,64.705537,5.51
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Tamil Nadu,2.168712,82.232131,7.13
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Uttar Pradesh (East),0.433309,99.643214,8.45
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Uttar Pradesh (West),0.297861,64.667136,5.49
India,"Calendar Year (Jan - Dec), 2019","April, 2019",West Bengal,0.210275,57.341275,4.86
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Kolkata,0.706174,26.330419,2.28
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Delhi,3.267724,52.481548,4.71
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Mumbai,2.911393,38.054976,3.46
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Andhra Pradesh,1.439862,86.730383,7.45
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Assam,0.114368,22.966343,1.95
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Bihar,0.228858,85.079884,7.21
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Gujarat,1.235348,69.298859,5.96
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Haryana,0.2702,27.72076,2.37
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Himachal Pradesh,0.114722,10.516027,0.9
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Jammu & Kashmir,0.102447,11.334786,0.97
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Karnataka,2.154582,68.243703,5.95
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Kerala,1.884036,43.95632,3.87
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Madhya Pradesh,0.920038,74.798076,6.4
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Maharashtra,1.523328,93.025064,7.99
India,"Calendar Year (Jan - Dec), 2019","March, 2019",North East,0.104151,12.010983,1.02
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Odisha,0.236041,32.694369,2.78
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Punjab,0.773626,39.241181,3.38
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Rajasthan,0.536405,64.238551,5.47
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Tamil Nadu,2.19164,82.28883,7.14
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Uttar Pradesh (East),0.45021,98.999789,8.4
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Uttar Pradesh (West),0.301859,64.585693,5.48
India,"Calendar Year (Jan - Dec), 2019","March, 2019",West Bengal,0.226595,57.493045,4.88
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Kolkata,0.710482,26.337368,2.29
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Delhi,3.256551,52.137873,4.68
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Mumbai,2.920597,38.013585,3.46
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Andhra Pradesh,1.408843,88.037092,7.42
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Assam,0.115586,22.415005,1.87
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Bihar,0.231145,89.104211,7.41
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Gujarat,1.22405,71.122133,6.0
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Haryana,0.272924,27.850794,2.33
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Himachal Pradesh,0.115319,10.588906,0.89
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Jammu & Kashmir,0.102452,11.52979,0.97
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Karnataka,2.160831,68.830942,5.89
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Kerala,1.896283,43.883964,3.8
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Madhya Pradesh,0.923032,77.469065,6.5
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Maharashtra,1.535036,95.634428,8.06
India,"Calendar Year (Jan - Dec), 2019","February, 2019",North East,0.103945,12.162759,1.02
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Odisha,0.234671,33.52248,2.8
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Punjab,0.777978,39.356003,3.33
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Rajasthan,0.538244,66.842428,5.59
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Tamil Nadu,2.20194,82.044563,6.99
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Uttar Pradesh (East),0.45066,102.731629,8.56
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Uttar Pradesh (West),0.303031,64.179216,5.35
India,"Calendar Year (Jan - Dec), 2019","February, 2019",West Bengal,0.235713,59.38803,4.95
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Kolkata,0.721206,27.23704,2.32
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Delhi,3.236517,51.897329,4.57
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Mumbai,2.926852,37.837903,3.38
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Andhra Pradesh,1.423598,87.865567,7.42
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Assam,0.11735,22.211731,1.85
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Bihar,0.233409,88.605871,7.38
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Gujarat,1.22001,71.046166,6.0
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Haryana,0.274696,27.863264,2.34
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Himachal Pradesh,0.116304,10.552566,0.89
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Jammu & Kashmir,0.102887,11.538212,0.97
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Karnataka,2.169771,68.818514,5.9
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Kerala,1.901523,43.833983,3.8
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Madhya Pradesh,0.924475,77.347202,6.5
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Maharashtra,1.549329,95.45809,8.06
India,"Calendar Year (Jan - Dec), 2019","January, 2019",North East,0.104486,12.086218,1.01
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Odisha,0.236928,33.29362,2.79
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Punjab,0.787097,39.368555,3.34
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Rajasthan,0.540409,66.782788,5.59
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Tamil Nadu,2.218363,82.408888,7.03
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Uttar Pradesh (East),0.451891,102.425685,8.55
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Uttar Pradesh (West),0.305671,64.703517,5.4
India,"Calendar Year (Jan - Dec), 2019","January, 2019",West Bengal,0.243458,59.180581,4.94
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Kolkata,0.724797,27.269834,2.33
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Delhi,3.213732,51.689168,4.56
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Mumbai,2.933384,37.76805,3.38
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Andhra Pradesh,1.429482,87.214331,7.4
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Assam,0.119129,21.743929,1.83
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Bihar,0.236233,88.084752,7.37
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Gujarat,1.22155,70.650659,6.0
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Haryana,0.282122,27.679501,2.33
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Himachal Pradesh,0.117972,10.501464,0.89
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Jammu & Kashmir,0.105329,11.50591,0.97
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Karnataka,2.167567,68.623439,5.91
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Kerala,1.908347,43.647973,3.8
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Madhya Pradesh,0.925551,76.904353,6.5
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Maharashtra,1.480485,95.00875,8.05
India,"Calendar Year (Jan - Dec), 2018","December, 2018",North East,0.106667,11.762512,0.99
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Odisha,0.237631,33.13508,2.79
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Punjab,0.793523,39.318569,3.35
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Rajasthan,0.545198,66.391985,5.59
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Tamil Nadu,2.222323,82.720984,7.09
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Uttar Pradesh (East),0.450928,101.7899,8.54
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Uttar Pradesh (West),0.309533,64.752362,5.43
India,"Calendar Year (Jan - Dec), 2018","December, 2018",West Bengal,0.247219,58.84944,4.93
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Kolkata,0.728371,27.062731,2.32
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Delhi,3.203322,51.130427,4.54
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Mumbai,3.02971,37.542818,3.39
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Andhra Pradesh,1.428825,86.829334,7.39
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Assam,0.121917,21.703793,1.83
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Bihar,0.242468,87.565325,7.36
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Gujarat,1.223903,70.372673,6.0
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Haryana,0.282679,27.537022,2.33
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Himachal Pradesh,0.118696,10.452687,0.89
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Jammu & Kashmir,0.106247,11.454542,0.97
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Karnataka,2.173522,68.548148,5.92
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Kerala,1.908546,43.483971,3.8
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Madhya Pradesh,0.927255,76.672024,6.5
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Maharashtra,1.497466,94.405344,8.03
India,"Calendar Year (Jan - Dec), 2018","November, 2018",North East,0.107165,11.870513,1.0
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Odisha,0.24018,33.095265,2.79
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Punjab,0.800282,39.310071,3.36
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Rajasthan,0.555812,66.082133,5.58
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Tamil Nadu,2.233666,82.56933,7.1
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Uttar Pradesh (East),0.452767,101.55279,8.54
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Uttar Pradesh (West),0.311852,64.518411,5.43
India,"Calendar Year (Jan - Dec), 2018","November, 2018",West Bengal,0.249683,58.435589,4.92
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Kolkata,0.735274,26.972282,2.32
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Delhi,3.203511,51.058036,4.55
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Mumbai,3.039532,37.334608,3.38
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Andhra Pradesh,1.431988,86.758856,7.4
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Assam,0.12419,21.667936,1.83
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Bihar,0.242725,87.45231,7.36
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Gujarat,1.226357,70.011469,5.98
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Haryana,0.284253,27.466843,2.33
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Himachal Pradesh,0.119255,10.407463,0.88
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Jammu & Kashmir,0.106883,11.408435,0.97
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Karnataka,2.176169,68.527208,5.93
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Kerala,1.911674,43.445145,3.8
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Madhya Pradesh,0.927478,91.024586,7.71
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Maharashtra,1.512606,79.968449,6.83
India,"Calendar Year (Jan - Dec), 2018","October, 2018",North East,0.10736,11.79556,1.0
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Odisha,0.242959,33.067528,2.79
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Punjab,0.805668,39.234772,3.36
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Rajasthan,0.561767,65.848555,5.57
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Tamil Nadu,2.239313,82.372177,7.1
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Uttar Pradesh (East),0.476941,106.610015,8.98
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Uttar Pradesh (West),0.291949,59.462344,5.01
India,"Calendar Year (Jan - Dec), 2018","October, 2018",West Bengal,0.251133,58.377395,4.92
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Kolkata,0.740509,26.918075,2.32
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Delhi,3.195438,50.998708,4.55
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Mumbai,3.046879,37.282908,3.38
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Andhra Pradesh,1.438702,86.454647,7.38
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Assam,0.126234,21.616957,1.82
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Bihar,0.245421,87.521971,7.37
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Gujarat,1.225916,70.299721,6.0
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Haryana,0.287316,27.538865,2.34
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Himachal Pradesh,0.120013,10.378571,0.88
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Jammu & Kashmir,0.107958,11.328268,0.96
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Karnataka,2.177578,68.341461,5.92
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Kerala,1.915339,43.367379,3.8
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Madhya Pradesh,0.926458,76.610548,6.51
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Maharashtra,1.531257,94.569841,8.06
India,"Calendar Year (Jan - Dec), 2018","September, 2018",North East,0.10744,11.776534,1.0
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Odisha,0.250003,33.124263,2.8
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Punjab,0.814187,39.094159,3.35
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Rajasthan,0.567256,65.869446,5.58
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Tamil Nadu,2.244858,82.183025,7.09
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Uttar Pradesh (East),0.48101,101.926599,8.59
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Uttar Pradesh (West),0.30358,64.550774,5.44
India,"Calendar Year (Jan - Dec), 2018","September, 2018",West Bengal,0.25353,58.44234,4.93
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Kolkata,0.745722,26.826578,2.31
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Delhi,3.196567,50.603432,4.51
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Mumbai,3.04641,37.076807,3.37
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Andhra Pradesh,1.438367,86.601504,7.4
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Assam,0.128555,21.564781,1.82
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Bihar,0.248374,87.535107,7.38
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Gujarat,1.224559,70.627556,6.04
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Haryana,0.289121,27.732999,2.36
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Himachal Pradesh,0.121025,10.34478,0.88
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Jammu & Kashmir,0.109129,11.26545,0.96
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Karnataka,2.179102,68.202183,5.92
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Kerala,1.919253,43.266621,3.8
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Madhya Pradesh,0.926211,75.993266,6.47
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Maharashtra,1.547795,94.961484,8.12
India,"Calendar Year (Jan - Dec), 2018","August, 2018",North East,0.108113,11.865484,1.01
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Odisha,0.25562,33.161723,2.81
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Punjab,0.821308,39.206092,3.37
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Rajasthan,0.573262,63.577708,5.39
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Tamil Nadu,2.250605,81.576142,7.05
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Uttar Pradesh (East),0.480447,102.019493,8.62
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Uttar Pradesh (West),0.305852,64.83481,5.48
India,"Calendar Year (Jan - Dec), 2018","August, 2018",West Bengal,0.25734,58.641688,4.95
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Kolkata,0.752822,26.696951,2.31
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Delhi,3.195073,50.459833,4.51
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Mumbai,3.055437,36.844515,3.36
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Andhra Pradesh,1.432615,86.014874,7.41
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Assam,0.129845,21.403368,1.83
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Bihar,0.253198,86.504276,7.36
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Gujarat,1.223955,70.35858,6.07
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Haryana,0.290772,27.470505,2.35
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Himachal Pradesh,0.122036,10.255709,0.88
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Jammu & Kashmir,0.110452,11.436572,0.98
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Karnataka,2.183972,67.741296,5.93
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Kerala,1.926432,43.047735,3.81
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Madhya Pradesh,0.926558,75.031668,6.44
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Maharashtra,1.65082,94.405951,8.14
India,"Calendar Year (Jan - Dec), 2018","July, 2018",North East,0.1086,11.76707,1.01
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Odisha,0.265386,32.87981,2.81
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Punjab,0.828171,39.056541,3.38
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Rajasthan,0.578138,63.02762,5.39
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Tamil Nadu,2.257244,80.992752,7.06
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Uttar Pradesh (East),0.460155,101.231222,8.62
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Uttar Pradesh (West),0.33346,64.601234,5.51
India,"Calendar Year (Jan - Dec), 2018","July, 2018",West Bengal,0.260281,58.574779,4.99
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Kolkata,0.762638,26.414538,2.3
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Delhi,3.195788,49.957281,4.51
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Mumbai,2.971736,34.992362,3.22
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Andhra Pradesh,1.447134,85.685292,7.45
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Assam,0.131056,21.036761,1.81
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Bihar,0.256269,84.599835,7.26
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Gujarat,1.228126,70.816243,6.16
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Haryana,0.293705,27.125475,2.35
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Himachal Pradesh,0.122986,10.086891,0.87
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Jammu & Kashmir,0.150013,11.01299,0.95
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Karnataka,2.158234,66.719968,5.89
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Kerala,1.931945,43.013726,3.84
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Madhya Pradesh,0.927699,73.667797,6.38
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Maharashtra,1.669283,94.207773,8.2
India,"Calendar Year (Jan - Dec), 2018","June, 2018",North East,0.108528,11.577356,1.0
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Odisha,0.266759,31.950961,2.76
